unitid,year,totcohortsize,w_cohortsize,m_cohortsize,tot4yrgrads,m_4yrgrads,w_4yrgrads,women_gradrate_4yr,womengradrate4yr,gradrate4yr,mengradrate4yr
169798,1995,2172,1230,942,198,65,133,10.81,0.108,0.091,0.069
169910,1995,1893,752,1141,55,28,27,3.59,0.036,0.029,0.025
170082,1995,1773,1087,686,287,95,192,17.66,0.177,0.162,0.138
170301,1995,709,418,291,412,143,269,64.35,0.643,0.581,0.491
170532,1995,350,197,153,221,90,131,66.5,0.665,0.631,0.588
170639,1995,593,281,312,80,39,41,14.59,0.146,0.135,0.125
170976,1995,5265,2658,2607,3223,1428,1795,67.53,0.675,0.612,0.548
171100,1995,6396,3546,2850,2076,693,1383,39,0.39,0.325,0.243
171128,1995,1072,285,787,218,134,84,29.47,0.295,0.203,0.17
171137,1995,600,320,280,49,23,26,8.12,0.081,0.082,0.082
171146,1995,263,169,94,116,45,71,42.01,0.42,0.441,0.479
171599,1995,209,69,140,28,20,8,11.59,0.116,0.134,0.143
172051,1995,752,412,340,40,14,26,6.31,0.063,0.053,0.041
172699,1995,3165,1851,1314,524,148,376,20.31,0.203,0.166,0.113
173160,1995,475,303,172,282,90,192,63.37,0.634,0.594,0.523
173258,1995,463,232,231,393,191,202,87.07,0.871,0.849,0.827
173328,1995,153,91,62,42,13,29,31.87,0.319,0.275,0.21
173647,1995,690,380,310,478,196,282,74.21,0.742,0.693,0.632
173902,1995,437,231,206,322,143,179,77.49,0.775,0.737,0.694
174066,1995,4128,2100,2028,984,418,566,26.95,0.27,0.238,0.206
174233,1995,1462,688,774,361,146,215,31.25,0.312,0.247,0.189
174251,1995,503,297,206,202,66,136,45.79,0.458,0.402,0.32
174491,1995,378,245,133,155,43,112,45.71,0.457,0.41,0.323
174792,1995,430,0,430,286,286,0,NA,NA,0.665,0.665
174844,1995,742,431,311,557,223,334,77.49,0.775,0.751,0.717
174899,1995,270,201,69,142,30,112,55.72,0.557,0.526,0.435
174914,1995,852,454,398,430,181,249,54.85,0.548,0.505,0.455
175342,1995,746,410,336,148,38,110,26.83,0.268,0.198,0.113
175421,1995,112,67,45,39,13,26,38.81,0.388,0.348,0.289
175616,1995,464,301,163,102,25,77,25.58,0.256,0.22,0.153
175856,1995,1212,679,533,162,39,123,18.11,0.181,0.134,0.073
175980,1995,261,128,133,180,74,106,82.81,0.828,0.69,0.556
176017,1995,1526,825,701,490,180,310,37.58,0.376,0.321,0.257
176035,1995,288,238,50,59,7,52,21.85,0.219,0.205,0.14
176044,1995,448,244,204,87,23,64,26.23,0.262,0.194,0.113
176080,1995,1826,845,981,382,158,224,26.51,0.265,0.209,0.161
176406,1995,218,141,77,65,19,46,32.62,0.326,0.298,0.247
176628,1995,101,61,40,31,11,20,32.79,0.328,0.307,0.275
176947,1995,229,95,134,73,36,37,38.95,0.39,0.319,0.269
176965,1995,1428,755,673,243,79,164,21.72,0.217,0.17,0.117
177418,1995,143,110,33,51,11,40,36.36,0.364,0.357,0.333
178059,1995,167,123,44,77,16,61,49.59,0.496,0.461,0.364
178341,1995,720,359,361,77,37,40,11.14,0.111,0.107,0.102
178387,1995,923,530,393,92,24,68,12.83,0.128,0.1,0.061
178396,1995,3782,2099,1683,1210,420,790,37.64,0.376,0.32,0.25
178402,1995,568,318,250,70,25,45,14.15,0.142,0.123,0.1
178411,1995,804,190,614,121,75,46,24.21,0.242,0.15,0.122
178420,1995,552,315,237,85,31,54,17.14,0.171,0.154,0.131
178615,1995,1498,883,615,577,183,394,44.62,0.446,0.385,0.298
179043,1995,288,161,127,174,74,100,62.11,0.621,0.604,0.583
179159,1995,1055,604,451,501,195,306,50.66,0.507,0.475,0.432
179557,1995,1385,824,561,334,90,244,29.61,0.296,0.241,0.16
179566,1995,2479,1394,1085,440,156,284,20.37,0.204,0.177,0.144
179867,1995,1180,608,572,911,411,500,82.24,0.822,0.772,0.719
179894,1995,227,105,122,90,52,38,36.19,0.362,0.396,0.426
179946,1995,190,88,102,91,47,44,50,0.5,0.479,0.461
180179,1995,384,255,129,12,2,10,3.92,0.039,0.031,0.016
180461,1995,1744,714,1030,224,101,123,17.23,0.172,0.128,0.098
180522,1995,192,99,93,38,16,22,22.22,0.222,0.198,0.172
180984,1995,227,128,99,92,37,55,42.97,0.43,0.405,0.374
181002,1995,746,441,305,421,157,264,59.86,0.599,0.564,0.515
181020,1995,243,130,113,140,56,84,64.62,0.646,0.576,0.496
181127,1995,271,134,137,117,44,73,54.48,0.545,0.432,0.321
181215,1995,1306,729,577,138,46,92,12.62,0.126,0.106,0.08
181394,1995,1123,607,516,64,20,44,7.25,0.072,0.057,0.039
181446,1995,362,214,148,164,57,107,50,0.5,0.453,0.385
181464,1995,3891,1925,1966,620,256,364,18.91,0.189,0.159,0.13
181534,1995,225,122,103,45,19,26,21.31,0.213,0.2,0.184
181783,1995,722,382,340,146,45,101,26.44,0.264,0.202,0.132
182281,1995,1324,748,576,161,54,107,14.3,0.143,0.122,0.094
182290,1995,1035,591,444,170,52,118,19.97,0.2,0.164,0.117
182634,1995,240,154,86,115,46,69,44.81,0.448,0.479,0.535
182795,1995,464,220,244,174,75,99,45,0.45,0.375,0.307
183062,1995,988,588,400,251,86,165,28.06,0.281,0.254,0.215
183080,1995,872,426,446,204,80,124,29.11,0.291,0.234,0.179
183239,1995,612,369,243,424,163,261,70.73,0.707,0.693,0.671
183822,1995,275,196,79,40,11,29,14.8,0.148,0.145,0.139
183974,1995,73,53,20,19,3,16,30.19,0.302,0.26,0.15
184348,1995,433,255,178,312,122,190,74.51,0.745,0.721,0.685
184603,1995,781,396,385,128,57,71,17.93,0.179,0.164,0.148
184612,1995,87,70,17,18,9,9,12.86,0.129,0.207,0.529
184782,1995,927,516,411,226,69,157,30.43,0.304,0.244,0.168
185129,1995,457,246,211,40,11,29,11.79,0.118,0.088,0.052
185572,1995,764,412,352,234,82,152,36.89,0.369,0.306,0.233
185590,1995,1068,651,417,216,69,147,22.58,0.226,0.202,0.165
185828,1995,552,131,421,60,35,25,19.08,0.191,0.109,0.083
186131,1995,1207,569,638,1105,579,526,92.44,0.924,0.915,0.908
186201,1995,319,190,129,67,20,47,24.74,0.247,0.21,0.155
186283,1995,612,329,283,242,103,139,42.25,0.422,0.395,0.364
186584,1995,955,527,428,371,145,226,42.88,0.429,0.388,0.339
186876,1995,726,438,288,258,86,172,39.27,0.393,0.355,0.299
187134,1995,1087,670,417,638,212,426,63.58,0.636,0.587,0.508
187444,1995,831,476,355,87,23,64,13.45,0.134,0.105,0.065
187985,1995,1712,956,756,221,76,145,15.17,0.152,0.129,0.101
188030,1995,1419,726,693,146,51,95,13.09,0.131,0.103,0.074
188429,1995,370,212,158,140,52,88,41.51,0.415,0.378,0.329
188641,1995,326,158,168,153,56,97,61.39,0.614,0.469,0.333
190044,1995,645,170,475,305,221,84,49.41,0.494,0.473,0.465
190099,1995,722,361,361,604,290,314,86.98,0.87,0.837,0.803
190150,1995,1157,505,652,918,501,417,82.57,0.826,0.793,0.768
190248,1995,118,63,55,29,13,16,25.4,0.254,0.246,0.236
190415,1995,2070,842,1228,1625,931,694,82.42,0.824,0.785,0.758
190512,1995,1445,839,606,149,55,94,11.2,0.112,0.103,0.091
190549,1995,1167,685,482,182,60,122,17.81,0.178,0.156,0.124
190558,1995,1426,728,698,33,17,16,2.2,0.022,0.023,0.024
190567,1995,865,449,416,31,18,13,2.9,0.029,0.036,0.043
190594,1995,1091,807,284,82,13,69,8.55,0.086,0.075,0.046
190637,1995,506,345,161,32,7,25,7.25,0.072,0.063,0.043
190664,1995,1444,805,639,228,81,147,18.26,0.183,0.158,0.127
190691,1995,486,294,192,22,7,15,5.1,0.051,0.045,0.036
190725,1995,398,269,129,77,20,57,21.19,0.212,0.193,0.155
191241,1995,1120,620,500,794,323,471,75.97,0.76,0.709,0.646
191515,1995,488,237,251,392,194,198,83.54,0.835,0.803,0.773
191533,1995,453,229,224,227,88,139,60.7,0.607,0.501,0.393
191630,1995,458,244,214,318,137,181,74.18,0.742,0.694,0.64
191649,1995,1518,830,688,559,201,358,43.13,0.431,0.368,0.292
191676,1995,293,213,80,171,52,119,55.87,0.559,0.584,0.65
191931,1995,609,288,321,203,73,130,45.14,0.451,0.333,0.227
191968,1995,1625,878,747,1052,440,612,69.7,0.697,0.647,0.589
192192,1995,200,154,46,69,10,59,38.31,0.383,0.345,0.217
192323,1995,397,236,161,258,98,160,67.8,0.678,0.65,0.609
192439,1995,1043,700,343,55,17,38,5.43,0.054,0.053,0.05
192703,1995,572,256,316,321,160,161,62.89,0.629,0.561,0.506
192749,1995,161,115,46,87,18,69,60,0.6,0.54,0.391
192819,1995,926,527,399,472,181,291,55.22,0.552,0.51,0.454
192925,1995,78,50,28,15,5,10,20,0.2,0.192,0.179
193016,1995,1002,623,379,4,2,2,0.32,0.003,0.004,0.005
193292,1995,135,108,27,30,5,25,23.15,0.231,0.222,0.185
193353,1995,258,196,62,114,24,90,45.92,0.459,0.442,0.387
193399,1995,217,164,53,107,27,80,48.78,0.488,0.493,0.509
193584,1995,302,227,75,182,36,146,64.32,0.643,0.603,0.48
193645,1995,718,595,123,120,13,107,17.98,0.18,0.167,0.106
193654,1995,445,275,170,178,54,124,45.09,0.451,0.4,0.318
193900,1995,3156,1851,1305,1652,681,971,52.46,0.525,0.523,0.522
193973,1995,424,264,160,204,67,137,51.89,0.519,0.481,0.419
194161,1995,160,92,68,56,21,35,38.04,0.38,0.35,0.309
194310,1995,1139,681,458,420,139,281,41.26,0.413,0.369,0.303
194824,1995,962,243,719,425,296,129,53.09,0.531,0.442,0.412
195003,1995,1634,502,1132,621,379,242,48.21,0.482,0.38,0.335
195030,1995,1205,583,622,751,354,397,68.1,0.681,0.623,0.569
195164,1995,547,278,269,285,127,158,56.83,0.568,0.521,0.472
195173,1995,281,145,136,89,48,41,28.28,0.283,0.317,0.353
195216,1995,571,287,284,382,176,206,71.78,0.718,0.669,0.62
195234,1995,248,170,78,111,34,77,45.29,0.453,0.448,0.436
195243,1995,276,162,114,74,22,52,32.1,0.321,0.268,0.193
195304,1995,233,183,50,118,29,89,48.63,0.486,0.506,0.58
195474,1995,590,317,273,393,182,211,66.56,0.666,0.666,0.667
195526,1995,606,373,233,438,152,286,76.68,0.767,0.723,0.652
195544,1995,84,64,20,56,9,47,73.44,0.734,0.667,0.45
195809,1995,2206,1181,1025,629,234,395,33.45,0.334,0.285,0.228
196413,1995,2392,1259,1133,1467,631,836,66.4,0.664,0.613,0.557
196592,1995,1899,1266,633,136,70,66,5.21,0.052,0.072,0.111
197045,1995,255,162,93,100,27,73,45.06,0.451,0.392,0.29
197133,1995,632,381,251,509,193,316,82.94,0.829,0.805,0.769
197869,1995,2205,1198,1007,749,273,476,39.73,0.397,0.34,0.271
197984,1995,114,45,69,47,26,21,46.67,0.467,0.412,0.377
198385,1995,429,209,220,373,186,187,89.47,0.895,0.869,0.845
198464,1995,2635,1550,1085,630,189,441,28.45,0.284,0.239,0.174
198507,1995,381,222,159,162,47,115,51.8,0.518,0.425,0.296
198516,1995,907,545,362,548,198,350,64.22,0.642,0.604,0.547
198835,1995,287,157,130,132,47,85,54.14,0.541,0.46,0.362
198969,1995,370,121,249,67,37,30,24.79,0.248,0.181,0.149
199102,1995,1396,706,690,339,117,222,31.44,0.314,0.243,0.17
199111,1995,393,235,158,123,35,88,37.45,0.375,0.313,0.222
199120,1995,3229,1982,1247,2101,732,1369,69.07,0.691,0.651,0.587
199139,1995,1663,974,689,396,115,281,28.85,0.289,0.238,0.167
199148,1995,1804,1234,570,376,77,299,24.23,0.242,0.208,0.135
199157,1995,510,309,201,139,34,105,33.98,0.34,0.273,0.169
199193,1995,3607,1523,2084,900,395,505,33.16,0.332,0.25,0.19
199218,1995,1370,863,507,463,133,330,38.24,0.382,0.338,0.262
199281,1995,410,199,211,81,34,47,23.62,0.236,0.198,0.161
199306,1995,146,66,80,31,10,21,31.82,0.318,0.212,0.125
199412,1995,146,110,36,72,19,53,48.18,0.482,0.493,0.528
199582,1995,385,203,182,61,17,44,21.67,0.217,0.158,0.093
199643,1995,518,305,213,127,29,98,32.13,0.321,0.245,0.136
199847,1995,962,458,504,720,357,363,79.26,0.793,0.748,0.708
199962,1995,334,157,177,113,45,68,43.31,0.433,0.338,0.254
199999,1995,446,298,148,121,32,89,29.87,0.299,0.271,0.216
200004,1995,1156,608,548,259,78,181,29.77,0.298,0.224,0.142
200059,1995,296,140,156,27,10,17,12.14,0.121,0.091,0.064
200156,1995,289,144,145,89,32,57,39.58,0.396,0.308,0.221
200217,1995,412,234,178,115,32,83,35.47,0.355,0.279,0.18
200226,1995,193,80,113,25,10,15,18.75,0.188,0.13,0.088
200253,1995,525,322,203,36,11,25,7.76,0.078,0.069,0.054
200280,1995,1407,665,742,190,81,109,16.39,0.164,0.135,0.109
200332,1995,1482,661,821,189,87,102,15.43,0.154,0.128,0.106
200572,1995,166,80,86,32,11,21,26.25,0.262,0.193,0.128
201104,1995,549,269,280,214,67,147,54.65,0.546,0.39,0.239
201371,1995,248,163,85,125,39,86,52.76,0.528,0.504,0.459
201548,1995,474,296,178,306,108,198,66.89,0.669,0.646,0.607
201645,1995,729,275,454,388,205,183,66.55,0.665,0.532,0.452
201690,1995,597,262,335,25,5,20,7.63,0.076,0.042,0.015
202134,1995,856,463,393,71,26,45,9.72,0.097,0.083,0.066
202480,1995,1610,836,774,890,342,548,65.55,0.655,0.553,0.442
202523,1995,701,357,344,488,221,267,74.79,0.748,0.696,0.642
202763,1995,591,306,285,205,78,127,41.5,0.415,0.347,0.274
203085,1995,220,87,133,94,46,48,55.17,0.552,0.427,0.346
203128,1995,217,119,98,124,47,77,64.71,0.647,0.571,0.48
203368,1995,844,424,420,587,257,330,77.83,0.778,0.695,0.612
203517,1995,2623,1580,1043,353,85,268,16.96,0.17,0.135,0.081
203535,1995,438,223,215,350,161,189,84.75,0.848,0.799,0.749
203580,1995,66,50,16,26,5,21,42,0.42,0.394,0.312
203775,1995,408,261,147,131,39,92,35.25,0.352,0.321,0.265
203845,1995,292,120,172,124,51,73,60.83,0.608,0.425,0.297
204024,1995,3211,1817,1394,1990,750,1240,68.24,0.682,0.62,0.538
204185,1995,478,229,249,248,107,141,61.57,0.616,0.519,0.43
204194,1995,379,228,151,121,51,70,30.7,0.307,0.319,0.338
204617,1995,172,110,62,46,12,34,30.91,0.309,0.267,0.194
204796,1995,5788,2951,2837,1354,478,876,29.68,0.297,0.234,0.168
204857,1995,3358,1939,1419,1459,479,980,50.54,0.505,0.434,0.338
206330,1995,213,87,126,28,12,16,18.39,0.184,0.131,0.095
206589,1995,433,228,205,347,147,200,87.72,0.877,0.801,0.717
206604,1995,1910,1033,877,214,68,146,14.13,0.141,0.112,0.078
206622,1995,698,396,302,394,177,217,54.8,0.548,0.564,0.586
206695,1995,1905,1004,901,208,85,123,12.25,0.122,0.109,0.094
206914,1995,620,358,262,61,26,35,9.78,0.098,0.098,0.099
207209,1995,485,220,265,24,7,17,7.73,0.077,0.049,0.026
207306,1995,240,127,113,39,11,28,22.05,0.22,0.162,0.097
207324,1995,320,158,162,78,28,50,31.65,0.316,0.244,0.173
207388,1995,2362,1185,1177,475,186,289,24.39,0.244,0.201,0.158
207500,1995,2712,1321,1391,519,191,328,24.83,0.248,0.191,0.137
207722,1995,259,164,95,33,6,27,16.46,0.165,0.127,0.063
207847,1995,570,282,288,91,48,43,15.25,0.152,0.16,0.167
207865,1995,769,470,299,123,34,89,18.94,0.189,0.16,0.114
208822,1995,347,232,115,162,54,108,46.55,0.465,0.467,0.47
209056,1995,455,280,175,228,85,143,51.07,0.511,0.501,0.486
209065,1995,438,260,178,276,105,171,65.77,0.658,0.63,0.59
209542,1995,2018,965,1053,561,194,367,38.03,0.38,0.278,0.184
209551,1995,2583,1429,1154,950,329,621,43.46,0.435,0.368,0.285
209612,1995,242,153,89,108,33,75,49.02,0.49,0.446,0.371
209807,1995,682,358,324,82,29,53,14.8,0.148,0.12,0.09
209922,1995,352,188,164,166,78,88,46.81,0.468,0.472,0.476
210146,1995,661,362,299,89,33,56,15.47,0.155,0.135,0.11
210401,1995,432,248,184,330,132,198,79.84,0.798,0.764,0.717
210429,1995,641,380,261,95,22,73,19.21,0.192,0.148,0.084
210571,1995,312,153,159,169,66,103,67.32,0.673,0.542,0.415
210669,1995,564,284,280,353,162,191,67.25,0.672,0.626,0.579
210775,1995,150,76,74,46,14,32,42.11,0.421,0.307,0.189
211088,1995,257,186,71,145,36,109,58.6,0.586,0.564,0.507
211158,1995,1054,689,365,372,88,284,41.22,0.412,0.353,0.241
211291,1995,910,474,436,736,342,394,83.12,0.831,0.809,0.784
211352,1995,218,150,68,110,25,85,56.67,0.567,0.505,0.368
211361,1995,892,465,427,124,45,79,16.99,0.17,0.139,0.105
211431,1995,125,122,3,57,2,55,45.08,0.451,0.456,0.667
211440,1995,1233,376,857,772,515,257,68.35,0.683,0.626,0.601
211468,1995,164,164,0,90,0,90,54.88,0.549,0.549,NA
211556,1995,109,109,0,48,0,48,44.04,0.44,0.44,NA
211583,1995,83,83,0,53,0,53,63.86,0.639,0.639,NA
211608,1995,256,131,125,20,5,15,11.45,0.114,0.078,0.04
211644,1995,1241,768,473,210,46,164,21.35,0.214,0.169,0.097
211981,1995,384,193,191,138,45,93,48.19,0.482,0.359,0.236
212009,1995,520,286,234,393,174,219,76.57,0.766,0.756,0.744
212054,1995,935,341,594,111,40,71,20.82,0.208,0.119,0.067
212106,1995,1215,703,512,523,193,330,46.94,0.469,0.43,0.377
212115,1995,820,457,363,169,45,124,27.13,0.271,0.206,0.124
212133,1995,226,171,55,103,21,82,47.95,0.48,0.456,0.382
212160,1995,1332,763,569,213,69,144,18.87,0.189,0.16,0.121
212197,1995,434,307,127,282,72,210,68.4,0.684,0.65,0.567
212577,1995,498,234,264,372,179,193,82.48,0.825,0.747,0.678
212601,1995,394,225,169,174,73,101,44.89,0.449,0.442,0.432
212832,1995,40,35,5,16,0,16,45.71,0.457,0.4,0
212911,1995,306,162,144,269,126,143,88.27,0.883,0.879,0.875
213020,1995,2661,1552,1109,652,187,465,29.96,0.3,0.245,0.169
213251,1995,282,175,107,196,73,123,70.29,0.703,0.695,0.682
213321,1995,426,180,246,247,126,121,67.22,0.672,0.58,0.512
213349,1995,1229,715,514,192,52,140,19.58,0.196,0.156,0.101
213358,1995,147,85,62,37,9,28,32.94,0.329,0.252,0.145
213367,1995,741,438,303,404,140,264,60.27,0.603,0.545,0.462
213385,1995,525,241,284,415,208,207,85.89,0.859,0.79,0.732
213507,1995,297,155,142,183,79,104,67.1,0.671,0.616,0.556
213543,1995,1045,412,633,734,404,330,80.1,0.801,0.702,0.638
213613,1995,693,359,334,133,43,90,25.07,0.251,0.192,0.129
213668,1995,366,210,156,237,82,155,73.81,0.738,0.648,0.526
213783,1995,577,340,237,135,41,94,27.65,0.276,0.234,0.173
213826,1995,245,193,52,99,13,86,44.56,0.446,0.404,0.25
213996,1995,671,416,255,428,163,265,63.7,0.637,0.638,0.639
214041,1995,1157,700,457,389,132,257,36.71,0.367,0.336,0.289
214069,1995,280,204,76,88,28,60,29.41,0.294,0.314,0.368
214157,1995,319,169,150,217,97,120,71.01,0.71,0.68,0.647
214175,1995,486,277,209,392,161,231,83.39,0.834,0.807,0.77
214272,1995,159,114,45,15,5,10,8.77,0.088,0.094,0.111
214777,1995,5400,2712,2688,2410,947,1463,53.95,0.54,0.446,0.352
215062,1995,2349,1158,1191,1954,952,1002,86.53,0.865,0.832,0.799
215743,1995,334,145,189,135,61,74,51.03,0.51,0.404,0.323
215798,1995,260,129,131,161,72,89,68.99,0.69,0.619,0.55
215929,1995,907,515,392,590,261,329,63.88,0.639,0.65,0.666
216010,1995,1278,665,613,497,188,309,46.47,0.465,0.389,0.307
216038,1995,1279,715,564,254,82,172,24.06,0.241,0.199,0.145
216287,1995,354,190,164,308,134,174,91.58,0.916,0.87,0.817
216339,1995,2302,1366,936,440,143,297,21.74,0.217,0.191,0.153
216524,1995,315,170,145,230,106,124,72.94,0.729,0.73,0.731
216694,1995,295,141,154,109,46,63,44.68,0.447,0.369,0.299
216764,1995,1384,873,511,363,85,278,31.84,0.318,0.262,0.166
216807,1995,376,230,146,250,86,164,71.3,0.713,0.665,0.589
216852,1995,421,175,246,141,64,77,44,0.44,0.335,0.26
216931,1995,369,167,202,118,60,58,34.73,0.347,0.32,0.297
217059,1995,851,483,368,350,121,229,47.41,0.474,0.411,0.329
217156,1995,1370,739,631,1106,492,614,83.09,0.831,0.807,0.78
217402,1995,954,589,365,795,297,498,84.55,0.846,0.833,0.814
217536,1995,354,258,96,190,49,141,54.65,0.546,0.537,0.51
217776,1995,69,32,37,11,3,8,25,0.25,0.159,0.081
217819,1995,1748,1190,558,596,136,460,38.66,0.387,0.341,0.244
217882,1995,2556,1255,1301,905,319,586,46.69,0.467,0.354,0.245
217998,1995,143,77,66,93,42,51,66.23,0.662,0.65,0.636
218061,1995,757,405,352,140,43,97,23.95,0.24,0.185,0.122
218229,1995,477,301,176,155,46,109,36.21,0.362,0.325,0.261
218238,1995,164,82,82,40,18,22,26.83,0.268,0.244,0.22
218399,1995,241,167,74,35,8,27,16.17,0.162,0.145,0.108
218414,1995,166,70,96,50,19,31,44.29,0.443,0.301,0.198
218663,1995,2593,1477,1116,799,282,517,35,0.35,0.308,0.253
218724,1995,734,411,323,117,27,90,21.9,0.219,0.159,0.084
218733,1995,859,447,412,279,100,179,40.04,0.4,0.325,0.243
218742,1995,427,264,163,66,15,51,19.32,0.193,0.155,0.092
218973,1995,286,140,146,219,99,120,85.71,0.857,0.766,0.678
219000,1995,372,242,130,168,52,116,47.93,0.479,0.452,0.4
219046,1995,435,234,201,33,8,25,10.68,0.107,0.076,0.04
219082,1995,256,125,131,22,5,17,13.6,0.136,0.086,0.038
219198,1995,95,62,33,27,11,16,25.81,0.258,0.284,0.333
219259,1995,574,343,231,75,19,56,16.33,0.163,0.131,0.082
219356,1995,1659,813,846,359,135,224,27.55,0.276,0.216,0.16
219471,1995,1160,660,500,224,60,164,24.85,0.249,0.193,0.12
219602,1995,776,457,319,105,26,79,17.29,0.173,0.135,0.082
219709,1995,347,221,126,14,3,11,4.98,0.05,0.04,0.024
219718,1995,149,52,97,17,5,12,23.08,0.231,0.114,0.052
219949,1995,171,64,107,38,17,21,32.81,0.328,0.222,0.159
220075,1995,1505,867,638,178,59,119,13.73,0.137,0.118,0.092
220215,1995,294,170,124,90,37,53,31.18,0.312,0.306,0.298
220613,1995,493,287,206,115,37,78,27.18,0.272,0.233,0.18
220631,1995,204,131,73,31,9,22,16.79,0.168,0.152,0.123
220710,1995,217,106,111,86,32,54,50.94,0.509,0.396,0.288
221351,1995,373,204,169,256,105,151,74.02,0.74,0.686,0.621
221519,1995,370,197,173,275,120,155,78.68,0.787,0.743,0.694
221731,1995,90,49,41,29,7,22,44.9,0.449,0.322,0.171
221847,1995,1113,513,600,130,37,93,18.13,0.181,0.117,0.062
221892,1995,214,113,101,43,14,29,25.66,0.257,0.201,0.139
222178,1995,917,506,411,250,93,157,31.03,0.31,0.273,0.226
222983,1995,293,155,138,195,90,105,67.74,0.677,0.666,0.652
223232,1995,2329,1390,939,1004,337,667,47.99,0.48,0.431,0.359
224004,1995,90,55,35,18,5,13,23.64,0.236,0.2,0.143
224323,1995,244,146,98,134,58,76,52.05,0.52,0.549,0.592
225432,1995,624,351,273,10,3,7,1.99,0.02,0.016,0.011
225548,1995,325,170,155,82,28,54,31.76,0.318,0.252,0.181
225627,1995,370,259,111,50,11,39,15.06,0.151,0.135,0.099
226231,1995,218,66,152,68,42,26,39.39,0.394,0.312,0.276
226833,1995,578,276,302,49,16,33,11.96,0.12,0.085,0.053
227216,1995,2134,1180,954,201,50,151,12.8,0.128,0.094,0.052
227331,1995,258,189,69,34,8,26,13.76,0.138,0.132,0.116
227526,1995,1114,536,578,105,29,76,14.18,0.142,0.094,0.05
