unitid,year,instatetuition,costs,faculty,white_cohortsize
145637,1999,3546,1011.771729,1759,4521
145637,2000,3724,1063.13113,2019.5,4241
145637,2001,4410,1121.713552,2280,4149
145637,2002,5302,1342.798333,2259,4322
145637,2003,5568,1470.22041,2229,4543
145637,2004,6460,1809.047742,2205,4897
145637,2005,7042,1654.324359,2124,5099
145637,2006,7708,1719.621509,2184,4656
145637,2007,8440,1775.062977,2193,4412
145637,2008,9242,1894.50227,2203,4416
145637,2009,9484,1966.956879,2204,4310
145637,2010,11003,2047.223003,2112,3940
145691,1991,6600,13.116937,47,232
145691,1992,7050,13.509299,48,255
145691,1993,7550,13.908128,51,253
145691,1995,8600,16.989597,52,216
145691,1996,9150,18.045915,53,191
145691,1997,9500,15.020037,54,230
145691,1998,9850,13.048461,55,224
145691,1999,10200,13.862874,55,224
145691,2000,10735,14.693151,55.5,216
145691,2001,11272,15.852164,56,190
145691,2002,11850,17.38358,57,287
145691,2003,13300,19.059815,61,285
145691,2004,14600,22.155992,74,237
145691,2005,15500,21.922063,71,232
145691,2006,16610,23.768814,74,260
145691,2007,17600,23.119038,72,228
145691,2008,18500,24.819013,75,136
145691,2009,20900,27.300199,75,191
145691,2010,22350,25.920254,75,169
145813,1991,2430,176.783274,738,2588
145813,1992,2871,175.864879,715,2457
145813,1993,3253,185.095563,720,1915
145813,1995,3544,185.783514,772,2460
145813,1996,3720,215.43066,773,2416
145813,1997,3969,227.553572,784,2723
145813,1998,4085,246.22524,807,2281
145813,1999,3127,266.933319,839,2690
145813,2000,3219,272.855575,852,2891
145813,2001,3332,294.92123,865,2943
145813,2002,3640,310.419011,799,2763
145813,2003,3640,307.078429,833,2639
145813,2004,4800,370.931598,821,2290
145813,2005,5400,316.259877,820,2541
145813,2006,6150,332.585619,833,2681
145813,2007,6999,350.200037,815,2650
145813,2008,7680,375.579344,834,2838
145813,2009,8280,399.698341,864,2413
145813,2010,8051,442.190509,852,2591
146481,1991,13895,22.187242,85,201
146481,1992,15085,23.652563,82,183
146481,1993,16175,24.262824,81,224
146481,1995,18116,27.678797,76,218
146481,1996,19000,29.479323,76,254
146481,1997,19560,24.30596,81,264
146481,1998,20080,25.845507,83,246
146481,1999,20240,27.70797,76,270
146481,2000,20900,29.747204,80,282
146481,2001,21896,31.782892,84,256
146481,2002,22976,32.66929,84,270
146481,2003,24096,34.690359,84,260
146481,2004,25518,35.853135,86,322
146481,2005,27000,38.338137,92,276
146481,2006,28700,39.883635,89,303
146481,2007,30600,42.225195,90,273
146481,2008,32130,43.74872,91,261
146481,2009,33576,43.849212,92,248
146481,2010,34885,44.0861,96,232
146612,1991,8502,26.975181,122,302
146612,1992,9536,29.938384,132,278
146612,1993,10112,32.652154,136,252
146612,1995,11008,39.922159,121,219
146612,1996,11552,41.318055,127,219
146612,1997,12416,46.746393,143,252
146612,1998,13024,37.985575,148,254
146612,1999,13664,54.313671,143,290
146612,2000,14208,59.837513,142,293
146612,2001,14976,63.437417,141,272
146612,2002,15250,66.701423,142,272
146612,2003,15950,68.407304,144,321
146612,2004,16906,71.452097,150,369
146612,2005,17990,77.710417,163,404
146612,2006,19200,87.326225,169,405
146612,2007,20450,95.962694,179,435
146612,2008,21990,76.049186,183,435
146612,2009,22990,80.42657,189,433
146612,2010,23780,98.679868,201,387
146719,1991,9270,561.76308,601,579
146719,1992,9840,635.436091,606,707
146719,1993,10470,662.272481,563,562
146719,1995,13000,641.228839,536,793
146719,1996,14400,387.764641,532,677
146719,1997,15654,361.520895,530,739
146719,1998,16600,297.603342,535,819
146719,1999,17750,326.684018,522,638
146719,2000,18266,315.669381,494,566
146719,2001,18814,317.901622,466,875
146719,2002,19472,316.555773,442,1005
146719,2003,20544,309.298747,524,1172
146719,2004,21780,310.40654,502,1101
146719,2005,23500,327.797622,523,1316
146719,2006,24580,354.411527,550,1381
146719,2007,27200,375.331354,582,1349
146719,2008,28700,410.357419,597,1541
146719,2009,29850,421.527019,629,1410
146719,2010,31040,402.689139,658,1400
146825,1991,8150,12.407437,66,160
146825,1992,8620,13.505439,69,155
146825,1993,9160,14.163477,69,130
146825,1995,10190,15.804065,66,156
146825,1996,10940,14.668524,64,134
146825,1997,11400,13.776536,66,109
146825,1998,11820,14.104256,72,142
146825,1999,12300,13.777262,56,138
146825,2000,13140,13.896518,53.5,158
146825,2001,14000,15.022325,51,107
146825,2002,14500,13.356183,45,103
146825,2003,14500,12.518368,40,113
146825,2004,14500,13.264619,39,115
146825,2005,15000,13.546312,41,110
146825,2006,15500,13.954413,38,114
146825,2007,16400,11.767836,35,89
146825,2008,17000,10.396702,31,59
146825,2009,17940,10.003159,33,61
146825,2010,18838,8.595246,33,52
147013,1991,6746,11.195621,41,114
147013,1992,7066,12.343461,46,118
147013,1993,7450,13.208569,47,99
147013,1995,8640,13.913492,48,175
147013,1996,9600,15.905391,51,282
147013,1997,10400,14.266206,57,220
147013,1998,11200,15.810881,57,213
147013,1999,12000,17.281567,60,211
147013,2000,12300,19.849333,61.5,239
147013,2001,13350,21.668405,63,244
147013,2002,14200,22.466566,65,229
147013,2003,15200,21.861367,71,224
147013,2004,16400,23.838502,70,269
147013,2005,17500,25.831042,76,209
147013,2006,18300,26.663345,82,265
147013,2007,19500,29.9414,87,238
147013,2008,20570,30.126195,94,228
147013,2009,21370,31.093461,91,231
147013,2010,22330,31.593971,97,239
147244,1991,9990,29.311958,116,390
147244,1992,10590,30.969184,118,479
147244,1993,11240,34.825176,124,415
147244,1995,12596,35.938683,128,409
147244,1996,13290,38.526984,130,422
147244,1997,14138,28.285297,222,473
147244,1998,14758,31.052635,136,495
147244,1999,15348,35.415925,137,521
147244,2000,16192,38.179957,148,487
147244,2001,17084,41.36781,159,547
147244,2002,18109,48.115103,159,551
147244,2003,18834,41.451315,143,491
147244,2004,19900,40.011384,138,429
147244,2005,20696,41.353776,142,470
147244,2006,21524,42.68309,145,386
147244,2007,23250,46.33716,155,384
147244,2008,24600,48.126975,158,388
147244,2009,25750,50.083813,154,421
147244,2010,26780,48.219455,151,372
147341,1991,12450,14.889175,53,222
147341,1992,12800,15.40303,53,112
147341,1993,12900,14.726836,44,185
147341,1995,13460,18.521916,49,284
147341,1996,13965,20.288695,52,254
147341,1997,14420,12.459627,51,234
147341,1998,15120,13.647436,49,271
147341,1999,15720,14.400049,57,233
147341,2000,16370,15.781718,57.5,214
147341,2001,17000,17.466465,58,236
147341,2002,17760,19.013151,61,261
147341,2003,18600,19.735348,66,324
147341,2004,19350,21.38215,69,349
147341,2005,20200,23.747388,73,325
147341,2006,21100,25.846358,79,310
147341,2007,22000,27.106146,74,344
147341,2008,24000,27.595858,81,319
147341,2009,24950,28.56748,80,296
147341,2010,26900,29.77298,78,249
147703,1991,2641,206.163415,1003,2368
147703,1992,3084,210.086263,963,1954
147703,1993,3339,219.435834,944,1633
147703,1995,3746,238.351511,941,1620
147703,1996,3948,261.553585,929,1605
147703,1997,4122,269.94572899999997,891,1855
147703,1998,4210,281.39409,856,1839
147703,1999,3060,296.478468,847,1918
147703,2000,3150,319.964372,867,1748
147703,2001,3293,348.924555,887,1810
147703,2002,3581,372.366019,908,1993
147703,2003,3956,369.945819,898,2097
147703,2004,4612,457.665746,874,2014
147703,2005,5061,405.282105,891,2095
147703,2006,5550,420.798489,904,2140
147703,2007,6150,433.016409,908,1637
147703,2008,6720,463.14356,926,1633
147703,2009,7260,484.375128,921,1711
147703,2010,7020,502.113951,896,1396
147767,1991,14370,589.244,875,1405
147767,1992,15075,663.591,886,1364
147767,1993,15804,694.555,872,1356
147767,1995,17184,786.636,878,1235
147767,1996,18108,848.516,892,1305
147767,1997,19152,660.765,879,1206
147767,1998,22392,672.467,916,1223
147767,1999,23476,758.327,896,1202
147767,2000,24648,819.646,901.5,1148
147767,2001,25839,871.935,907,1143
147767,2002,27108,921.225,915,1199
147767,2003,28404,958.882,900,1206
147767,2004,29940,1063.589,933,1178
147767,2005,31644,1169.656,1170,1172
147767,2006,33408,1245.029,1223,1221
147767,2007,35064,1356.559,1266,1112
147767,2008,36756,1563.035,1294,1167
147767,2009,38463,1588.143,1310,1186
147767,2010,39840,1671.197,1352,1190
147776,1991,2092,57.339573,345,314
147776,1992,1834,59.80775,340,292
147776,1993,2062,60.647722,331,227
147776,1995,2244,66.953186,319,316
147776,1996,2352,74.268532,322,271
147776,1997,2469,77.075785,327,364
147776,1998,2507,76.579898,329,324
147776,1999,2262,83.441627,312,304
147776,2000,2340,91.01603,332,323
147776,2001,2424,99.656845,352,337
147776,2002,2508,104.717831,370,331
147776,2003,2640,105.35715,398,361
147776,2004,2976,136.830924,415,337
147776,2005,3840,120.069108,415,320
147776,2006,4200,123.134565,411,300
147776,2007,4680,134.579369,411,298
147776,2008,5280,136.970706,421,269
147776,2009,5880,137.53064,404,273
147776,2010,5520,150.14281,416,274
147828,1991,6476,17.407594,74,338
147828,1992,7050,19.207675,80,350
147828,1993,7836,21.471059,96,386
147828,1995,9440,25.395606,82,371
147828,1996,10166,27.224987,81,374
147828,1997,10840,25.195975,85,385
147828,1998,11728,25.815979,84,382
147828,1999,11528,27.855504,83,365
147828,2000,11928,29.685213,82,421
147828,2001,12644,32.196935,81,480
147828,2002,13400,36.097868,86,490
147828,2003,14160,39.643737,92,506
147828,2004,14900,42.750192,96,613
147828,2005,15650,47.280191,106,560
147828,2006,16750,51.381074,107,654
147828,2007,18750,56.605889,119,609
147828,2008,20750,58.563818,118,505
147828,2009,22750,62.328965,122,677
147828,2010,24750,66.36542,122,628
148131,1991,8604,14.793589,61,278
148131,1992,9160,15.224122,58,285
148131,1993,9532,15.533624,55,262
148131,1995,10910,16.52044,54,230
148131,1996,11510,17.207924,51,243
148131,1997,12410,13.085654,52,199
148131,1998,13370,14.21253,58,204
148131,1999,13450,14.988678,60,223
148131,2000,14300,16.037846,60.5,201
148131,2001,15010,16.454871,61,190
148131,2002,15910,17.65855,58,197
148131,2003,16400,16.197364,48,179
148131,2004,17140,16.654476,45,167
148131,2005,17800,17.177988,52,150
148131,2006,18450,18.172853,53,131
148131,2007,18950,18.503913,48,170
148131,2008,20100,20.009588,49,176
148131,2009,21300,21.790766,53,180
148131,2010,22240,23.931922,58,152
148496,1991,9226,15.795578,71,113
148496,1992,9940,16.170774,74,109
148496,1993,10500,16.69972,72,104
148496,1995,11550,19.294097,69,98
148496,1996,12230,19.635942,71,108
148496,1997,13050,16.719394,73,154
148496,1998,13700,19.363808,76,150
148496,1999,14160,21.458391,79,135
148496,2000,14720,22.902023,84.5,114
148496,2001,15600,25.698823,90,159
148496,2002,16620,28.303747,97,137
148496,2003,17850,32.201296,96,175
148496,2004,18900,34.095451,100,177
148496,2005,19950,37.624364,109,161
148496,2006,21150,40.458776,112,205
148496,2007,22350,42.795956,122,199
148496,2008,23700,45.825066,125,234
148496,2009,24600,49.612977,140,231
148496,2010,25560,52.896566,156,207
148584,1991,7982,15.184974,50,144
148584,1992,8600,16.621232,51,133
148584,1993,9100,17.653597,50,140
148584,1995,10790,19.741556,53,149
148584,1996,11490,23.222377,53,102
148584,1997,11950,25.30946,69,91
148584,1998,12480,28.247039,70,118
148584,1999,12800,30.820787,69,145
148584,2000,13990,24.946512,72.5,148
148584,2001,14680,28.031246,76,153
148584,2002,15710,28.883544,75,101
148584,2003,16480,31.386503,79,144
148584,2004,17310,40.619312,81,120
148584,2005,18170,34.417453,84,137
148584,2006,19150,34.362515,87,128
148584,2007,20440,35.105451,84,149
148584,2008,21450,37.69614,93,160
148584,2009,22288,39.41618,96,170
148584,2010,24292,39.001615,95,144
148627,1991,8840,25.859128,133,118
148627,1992,9650,28.873992,145,129
148627,1993,10340,29.544951,153,196
148627,1995,11600,35.187747,137,153
148627,1996,12080,36.979468,141,133
148627,1997,12560,29.93047,140,164
148627,1998,13160,31.476164,142,167
148627,1999,13650,34.038411,139,222
148627,2000,14400,36.062307,142,226
148627,2001,15000,40.357712,145,224
148627,2002,15750,45.320654,151,240
148627,2003,16500,51.309452,160,241
148627,2004,17150,58.022752,168,250
148627,2005,18350,63.519429,168,251
148627,2006,19640,66.814099,190,310
148627,2007,21016,72.588143,186,265
148627,2008,22486,75.186561,176,291
148627,2009,23610,76.420932,180,241
148627,2010,24790,78.870802,179,239
149222,1991,2382,298.177409,1062,1724
149222,1992,2556,297.72488,991,2019
149222,1993,3052,307.944481,977,1673
149222,1995,3338,334.228455,973,1698
149222,1996,3522,341.886455,963,1679
149222,1997,3716,349.96476,941,1682
149222,1998,3821,347.797031,918,1851
149222,1999,2865,352.301264,948,1628
149222,2000,2408,364.938289,1159.5,1545
149222,2001,2482,386.240194,1371,1571
149222,2002,2928,479.348226,1279,1650
149222,2003,4245,475.14047,1290,1757
149222,2004,4920,602.935318,973,1762
149222,2005,5310,528.126865,954,1553
149222,2006,5808,555.636743,972,1527
149222,2007,6348,568.590863,926,1489
149222,2008,6975,614.798909,941,1560
149222,2009,7290,652.762794,952,1460
149222,2010,6975,702.427505,914,1217
149231,1991,1965,96.591445,459,707
149231,1992,2158,98.626425,426,729
149231,1993,2199,103.46551,421,711
149231,1995,2329,116.087566,461,842
149231,1996,2469,121.910019,466,940
149231,1997,2586,133.986953,482,1004
149231,1998,2664,127.771624,481,1125
149231,1999,2143,134.62068,491,1081
149231,2000,2388,146.018858,488.5,1221
149231,2001,2574,161.635591,486,1313
149231,2002,2970,192.071948,494,1394
149231,2003,3360,188.065788,518,1427
149231,2004,4020,246.762491,528,1470
149231,2005,4350,214.485365,556,1478
149231,2006,4758,222.357523,578,1535
149231,2007,5228,232.729015,592,1426
149231,2008,5850,254.716661,610,1492
149231,2009,6201,266.504303,622,1437
149231,2010,5668,286.542204,627,1460
149772,1991,2241,121.201456,604,1355
149772,1992,2454,123.698924,604,1264
149772,1993,2548,122.190764,606,1228
149772,1995,2702,127.791112,616,1316
149772,1996,2810,139.946723,621,1275
149772,1997,3036,143.096138,598,1388
149772,1998,3185,155.598692,605,1502
149772,1999,2730,165.249268,599,1434
149772,2000,2812,177.434335,613,1488
149772,2001,2982,194.658773,627,1457
149772,2002,3465,196.283319,606,1637
149772,2003,3915,191.659816,619,1607
149772,2004,4537,240.987536,610,1694
149772,2005,4968,208.23566,632,1449
149772,2006,5439,215.175916,642,1556
149772,2007,5895,227.236863,646,1506
149772,2008,6456,239.166808,668,1353
149772,2009,6779,248.213446,662,1193
149772,2010,6588,260.583553,648,1172
149781,1991,9548,45.381516,147,504
149781,1992,10280,48.08609,154,489
149781,1993,10640,51.202467,156,480
149781,1995,12300,57.513174,166,480
149781,1996,13100,62.38245,171,489
149781,1997,13780,60.502753,170,485
149781,1998,14360,58.840732,170,519
149781,1999,14930,61.200423,166,518
149781,2000,15540,64.942367,211,491
149781,2001,16390,68.383451,256,494
149781,2002,17320,74.222338,185,489
149781,2003,18500,75.507899,183,503
149781,2004,20000,77.602919,188,503
149781,2005,21100,84.714912,193,496
149781,2006,22450,90.536301,196,481
149781,2007,23730,94.420858,196,486
149781,2008,25500,101.280139,202,475
149781,2009,26520,106.246757,202,510
149781,2010,27580,105.381135,199,502
150066,1991,8060,24.928614,103,432
150066,1992,8780,26.264081,123,470
150066,1993,9520,29.605914,136,394
150066,1995,11240,35.558187,136,470
150066,1996,11840,35.979895,137,376
150066,1997,12700,23.197966,136,418
150066,1998,13360,27.373959,135,500
150066,1999,13740,28.496124,135,455
150066,2000,14680,29.43194,138,497
150066,2001,15380,30.90126,141,402
150066,2002,16140,33.842,139,522
150066,2003,17050,38.358,139,511
150066,2004,17990,40.57,137,515
150066,2005,18900,44.136,141,500
150066,2006,19990,46.601,148,397
150066,2007,20976,48.368,145,414
150066,2008,21920,48.636,140,470
150066,2009,22910,50.374,146,478
150066,2010,23940,50.496,138,377
150136,1991,2280,216.311817,943,3132
150136,1992,2464,230.299772,939,2983
150136,1993,2656,233.69647,965,3496
150136,1995,3048,246.312324,906,3463
150136,1996,3188,258.328678,893,3377
150136,1997,3316,268.897104,870,3537
150136,1998,3454,277.658719,863,3126
150136,1999,3576,280.240581,841,3171
150136,2000,3720,288.677552,862,3242
150136,2001,3924,305.871664,883,3338
150136,2002,4320,288.046978,858,3571
150136,2003,4532,303.261723,896,3627
150136,2004,5264,314.18808,903,3274
150136,2005,6030,328.765361,910,3165
150136,2006,6360,342.150332,915,3418
150136,2007,6736,356.898495,917,3204
150136,2008,7000,385.217613,925,3447
150136,2009,7228,396.73254,940,3494
150136,2010,7508,405.792502,950,3259
150145,1991,7500,6.039832,33,111
150145,1992,7950,7.292238,33,132
150145,1993,8700,8.492283,36,158
150145,1995,9750,10.724936,48,166
150145,1996,10350,12.446338,51,184
150145,1997,11100,12.441796,58,201
150145,1998,11500,14.408788,63,257
150145,1999,11950,15.861138,68,250
150145,2000,12550,16.748774,68.5,277
150145,2001,13300,17.975598,69,231
150145,2002,13990,18.372287,76,231
150145,2003,14390,20.185129,83,265
150145,2004,15200,22.314441,88,278
150145,2005,15950,24.32812,84,283
150145,2006,17450,26.275211,88,259
150145,2007,18600,27.754569,84,204
150145,2008,19996,31.786034,91,199
150145,2009,20978,30.115123,91,263
150145,2010,21990,30.869353,88,225
150163,1991,10500,47.32635,217,550
150163,1992,11340,52.483134,216,613
150163,1993,12280,58.638,220,646
150163,1995,13990,62.972,231,757
150163,1996,14900,72.248,230,626
150163,1997,15570,67.068,227,541
150163,1998,16280,71.841,239,821
150163,1999,17180,82.929223,245,700
150163,2000,18040,80.901,260,736
150163,2001,18940,81.764,275,822
150163,2002,19990,81.453,257,836
150163,2003,20990,83.321,289,803
150163,2004,22250,87.247,272,799
150163,2005,23530,90.737,285,752
150163,2006,24710,95.199,291,811
150163,2007,26070,103.514,305,864
150163,2008,27500,112.543,307,788
150163,2009,28460,118.13,325,804
150163,2010,29740,123.86,332,863
150400,1991,12288,44.454503,155,404
150400,1992,13000,44.390484,149,471
150400,1993,13700,49.188312,146,440
150400,1995,15475,47.625328,146,479
150400,1996,16180,53.381206,148,538
150400,1997,17050,62.305959,153,591
150400,1998,17650,67.710047,149,510
150400,1999,19420,73.433666,167,491
150400,2000,20200,80.265335,174.5,537
150400,2001,21100,90.285125,182,543
150400,2002,22400,94.783913,185,590
150400,2003,24000,106.029309,209,480
150400,2004,25000,108.783676,213,572
150400,2005,26100,112.918993,226,505
150400,2006,27400,120.031097,221,476
150400,2007,29300,122.368114,216,524
150400,2008,31400,93.333653,227,437
150400,2009,32800,94.888199,220,515
150400,2010,34440,91.938967,215,400
150534,1991,9910,35.058607,154,614
150534,1992,10700,40.872462,165,677
150534,1993,11130,45.689741,170,651
150534,1995,12600,54.973898,176,710
150534,1996,13220,60.300285,183,588
150534,1997,13600,43.426758,182,616
150534,1998,14400,45.770658,176,545
150534,1999,15200,46.457704,177,474
150534,2000,16100,47.256898,175,422
150534,2001,17050,48.174193,173,324
150534,2002,17900,47.420383,168,385
150534,2003,18900,49.152837,168,456
150534,2004,19995,51.554492,167,508
150534,2005,21120,54.466701,174,535
150534,2006,22370,58.32526,179,527
150534,2007,23710,66.004981,177,510
150534,2008,25130,64.016827,176,490
150534,2009,26010,65.428186,172,574
150534,2010,27310,67.144833,174,570
150668,1991,7720,14.525084,72,167
150668,1992,8310,14.909855,74,177
150668,1993,8770,15.976391,84,196
150668,1995,9900,19.78033,74,192
150668,1996,10900,19.902403,74,182
150668,1997,11450,17.673717,67,180
150668,1998,12150,17.865599,72,181
150668,1999,12320,19.711968,76,190
150668,2000,12870,20.412678,77,158
150668,2001,13600,22.224054,78,140
150668,2002,14700,25.192112,75,107
150668,2003,16320,25.867711,69,157
150668,2004,18200,25.734557,65,143
150668,2005,19300,26.264186,72,162
150668,2006,20300,26.934952,73,172
150668,2007,21300,28.902958,71,160
150668,2008,22300,30.029708,67,131
150668,2009,23400,30.243402,67,196
150668,2010,24500,29.588338,72,128
150941,1991,7890,9.106762,38,144
150941,1992,8730,9.593187,37,138
150941,1993,9490,10.143129,38,117
150941,1995,10800,11.532147,40,180
150941,1996,11520,13.08464,41,169
150941,1997,12180,14.825785,43,193
150941,1998,12250,16.289118,49,221
150941,1999,12780,13.833376,52,214
150941,2000,13540,15.211599,53.5,200
150941,2001,14270,16.468775,55,212
150941,2002,15520,17.102989,56,224
150941,2003,16120,18.268984,54,184
150941,2004,18060,18.077959,57,196
150941,2005,18060,19.770661,61,219
150941,2006,18420,20.62689,61,238
150941,2007,18980,21.457988,61,233
150941,2008,19840,22.690158,60,249
150941,2009,20820,24.926339,62,229
150941,2010,21850,24.980771,60,231
151102,1991,1981,46.524126,301,1052
151102,1992,2144,51.665222,307,1050
151102,1993,2310,63.237694,306,1114
151102,1995,2709,54.205508,307,977
151102,1996,3006,56.383012,299,1094
151102,1997,3213,60.58387,299,1086
151102,1998,3350,64.100167,299,1166
151102,1999,3159,68.424884,307,1199
151102,2000,3446,74.074368,310,1248
151102,2001,2815,76.723191,313,1307
151102,2002,3384,74.229184,310,1296
151102,2003,4108,83.403009,323,1218
151102,2004,4266,91.344573,315,1352
151102,2005,4523,105.781567,306,1334
151102,2006,4793,121.162769,317,1407
151102,2007,4982,107.892187,338,1555
151102,2008,5181,123.355157,342,1614
151102,2009,5441,123.371222,342,1642
151102,2010,5712,135.960639,377,1654
151111,1991,2277,626.324309,696,1313
151111,1992,2461,727.283214,686,1300
151111,1993,2634,729.93924,688,1342
151111,1995,3156,814.720372,672,1610
151111,1996,3300,535.558607,680,1733
151111,1997,3441,585.211583,705,1784
151111,1998,3576,632.596997,689,2164
151111,1999,3432,657.748232,683,2126
151111,2000,3570,711.518415,708.5,2081
151111,2001,3839,768.508439,734,1911
151111,2002,4183,776.380438,809,1887
151111,2003,5151,843.648107,787,1964
151111,2004,5357,846.914774,854,1849
151111,2005,5625,945.540497,711,1895
151111,2006,5924,994.0853,736,1992
151111,2007,6221,990.784521,738,2202
151111,2008,6531,1014.062879,758,2204
151111,2009,6923,1071.499881,789,2230
151111,2010,7255,1059.862092,801,2036
151306,1991,1808,30.241002,158,1030
151306,1992,2062,33.249645,168,1014
151306,1993,2163,36.203512,181,1096
151306,1995,2285,45.973656,205,1305
151306,1996,2415,48.94881,211,1496
151306,1997,2565,55.488985,220,1734
151306,1998,2780,63.603461,238,1473
151306,1999,2768,70.266061,253,1591
151306,2000,2626,78.701315,258.5,1612
151306,2001,2774,81.514641,264,1788
151306,2002,3051,81.92514,276,1788
151306,2003,3442,85.200322,278,1835
151306,2004,3676,96.486385,284,1849
151306,2005,3807,101.613633,311,1890
151306,2006,4014,109.201683,296,1843
151306,2007,4258,112.982354,307,1868
151306,2008,4509,115.517578,323,1794
151306,2009,5274,120.779928,343,1809
151306,2010,5540,127.561582,349,1757
151324,1991,2272,131.43589,605,1677
151324,1992,2452,131.985484,560,1871
151324,1993,2622,129.887383,548,1939
151324,1995,2928,140.131652,549,1661
151324,1996,3072,145.706848,535,1606
151324,1997,3196,155.01539,538,1573
151324,1998,3324,157.352986,532,1653
151324,1999,3426,166.904571,524,1665
151324,2000,3564,177.206829,547.5,1766
151324,2001,3672,182.148236,571,1746
151324,2002,4116,173.382503,539,1719
151324,2003,5322,176.292516,557,1603
151324,2004,5536,181.297245,544,1445
151324,2005,5756,179.643447,509,1287
151324,2006,6102,174.675847,467,1250
151324,2007,6462,176.842916,461,1365
151324,2008,6792,186.221037,454,1405
151324,2009,7226,195.691573,447,1412
151324,2010,7514,198.716342,436,1816
151333,1991,1938,13.722927,73,300
151333,1992,2099,15.570615,77,286
151333,1993,2244,17.585069,81,319
151333,1995,2599,19.012097,78,276
151333,1996,2757,19.886124,69,319
151333,1997,2890,19.510016,72,291
151333,1998,3004,20.186382,69,319
151333,1999,2922,21.155963,67,283
151333,2000,3024,22.121605,67.5,334
151333,2001,3221,22.383371,68,314
151333,2002,3478,22.460632,74,311
151333,2003,4117,24.269121,77,358
151333,2004,4283,22.271818,83,328
151333,2005,4475,25.552061,85,360
151333,2006,4694,26.829425,86,297
151333,2007,4928,26.242333,84,343
151333,2008,5174,26.157809,80,306
151333,2009,5408,26.022586,72,350
151333,2010,5663,26.479622,76,314
151342,1991,1952,29.527246,171,481
151342,1992,2105,34.159762,171,499
151342,1993,2290,37.417751,175,485
151342,1995,2742,40.151776,182,532
151342,1996,2856,40.71264,180,490
151342,1997,2985,41.515615,183,529
151342,1998,3096,47.034512,200,624
151342,1999,2974,49.333491,202,562
151342,2000,3078,51.212432,207,562
151342,2001,3278,54.942947,212,639
151342,2002,3543,68.336622,219,563
151342,2003,4180,57.339463,220,619
151342,2004,4349,54.087795,237,589
151342,2005,4583,65.270013,233,685
151342,2006,4826,67.093256,234,629
151342,2007,5069,64.803014,237,729
151342,2008,5324,75.157659,235,729
151342,2009,5573,67.932297,251,827
151342,2010,5843,68.596388,248,684
151351,1991,2484,532.776559,1428,4596
151351,1992,2794,588.767375,1374,4881
151351,1993,2988,580.064121,1361,5174
151351,1995,3582,682.151631,1344,4952
151351,1996,3783,853.012883,1350,5043
151351,1997,3929,789.880175,1404,5294
151351,1998,4068,943.814362,1411,5937
151351,1999,3752,944.402756,1396,5683
151351,2000,3902,1028.212041,1384.5,5994
151351,2001,4196,1079.887175,1373,5859
151351,2002,4573,836.118811,1432,6102
151351,2003,5756,851.698467,1486,5809
151351,2004,5986,881.854869,1562,5340
151351,2005,6291,941.797774,1589,5778
151351,2006,6657,979.719849,1615,6087
151351,2007,7000,1089.979017,1640,5975
151351,2008,7368,1136.766197,1682,6307
151351,2009,7722,1197.587704,1721,5833
151351,2010,8124,1233.437046,1726,5174
151360,1991,1952,24.605821,134,447
151360,1992,2105,27.638941,151,405
151360,1993,2250,30.423706,152,473
151360,1995,2595,34.434764,150,376
151360,1996,2768,34.488047,143,368
151360,1997,2883,34.667229,147,315
151360,1998,3021,36.124079,142,329
151360,1999,2955,37.286237,138,352
151360,2000,3024,41.573537,134,332
151360,2001,3221,41.963741,130,330
151360,2002,3478,32.91456,141,402
151360,2003,4117,42.195003,165,433
151360,2004,4283,38.787286,164,401
151360,2005,4475,46.889642,163,312
151360,2006,4710,50.820327,167,369
151360,2007,4962,49.90022,168,362
151360,2008,5228,46.973837,155,373
151360,2009,5478,50.135912,161,437
151360,2010,5752,50.313123,161,440
151379,1991,1962,22.299714,114,572
151379,1992,2115,25.539561,127,621
151379,1993,2260,27.643162,125,668
151379,1995,2572,28.272272,119,570
151379,1996,2718,30.448764,124,629
151379,1997,2847,31.527503,138,617
151379,1998,2986,34.27442,141,698
151379,1999,2922,36.157256,139,694
151379,2000,3024,39.825853,145,688
151379,2001,3221,42.924674,151,639
151379,2002,3479,48.535469,163,627
151379,2003,4117,46.533877,175,622
151379,2004,4283,42.785566,181,663
151379,2005,4475,52.648555,172,594
151379,2006,4698,52.422402,175,663
151379,2007,4934,52.637463,178,714
151379,2008,5184,67.487704,180,841
151379,2009,5417,59.483851,179,866
151379,2010,5672,58.651237,182,821
151388,1991,1952,10.185616,54,207
151388,1992,2105,12.27004,54,254
151388,1993,2250,14.051225,59,247
151388,1995,2615,15.501244,62,220
151388,1996,2728,16.930493,62,220
151388,1997,2849,17.490572,59,259
151388,1998,2987,18.494499,59,210
151388,1999,2922,19.460209,61,226
151388,2000,3024,21.749083,60,230
151388,2001,3221,23.061795,59,236
151388,2002,3478,18.453161,69,281
151388,2003,4117,26.163374,74,283
151388,2004,4283,23.382254,77,250
151388,2005,4475,27.138549,83,256
151388,2006,4697,26.851793,78,209
151388,2007,4932,25.18713,76,243
151388,2008,5178,24.390156,71,262
151388,2009,5416,26.69313,75,323
151388,2010,5676,28.192331,72,347
151777,1991,8270,16.404485,71,253
151777,1992,8960,17.975799,71,225
151777,1993,9600,17.669506,74,217
151777,1995,11470,19.001466,69,301
151777,1996,12120,21.523812,70,278
151777,1997,12660,16.832088,68,257
