unitid,instnm,semester,quarter,year,yearofsem,after
100654,ALABAMA A&M UNIVERSITY,1,0,1991,NA,NA
100654,ALABAMA A&M UNIVERSITY,1,0,1992,NA,NA
100654,ALABAMA A & M UNIVERSITY,1,0,1993,NA,NA
100654,ALABAMA A & M UNIVERSITY,1,0,1995,NA,NA
100654,ALABAMA A & M UNIVERSITY,1,0,1996,NA,NA
100654,ALABAMA A & M UNIVERSITY,1,0,1997,NA,NA
100654,ALABAMA A & M UNIVERSITY,1,0,1998,NA,NA
100654,ALABAMA A & M UNIVERSITY,1,0,1999,NA,NA
100654,ALABAMA A & M UNIVERSITY,1,0,2000,NA,NA
100654,ALABAMA A & M UNIVERSITY,1,0,2001,NA,NA
100654,ALABAMA A & M UNIVERSITY,1,0,2002,NA,NA
100654,ALABAMA A & M UNIVERSITY,1,0,2003,NA,NA
100654,ALABAMA A & M UNIVERSITY,1,0,2004,NA,NA
100654,Alabama A & M University,1,0,2005,NA,NA
100654,Alabama A & M University,1,0,2006,NA,NA
100654,Alabama A & M University,1,0,2007,NA,NA
100654,Alabama A & M University,1,0,2008,NA,NA
100654,Alabama A & M University,1,0,2009,NA,NA
100654,Alabama A & M University,1,0,2010,NA,NA
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,0,1,1991,2001,0
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,0,1,1992,2001,0
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,0,1,1993,2001,0
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,0,1,1995,2001,0
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,0,1,1996,2001,0
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,0,1,1997,2001,0
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,0,1,1998,2001,0
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,0,1,1999,2001,0
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,0,1,2000,2001,0
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,1,0,2001,2001,1
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,1,0,2002,2001,1
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,1,0,2003,2001,1
100663,UNIVERSITY OF ALABAMA AT BIRMINGHAM,1,0,2004,2001,1
100663,University of Alabama at Birmingham,1,0,2005,2001,1
100663,University of Alabama at Birmingham,1,0,2006,2001,1
100663,University of Alabama at Birmingham,1,0,2007,2001,1
100663,University of Alabama at Birmingham,1,0,2008,2001,1
100663,University of Alabama at Birmingham,1,0,2009,2001,1
100663,University of Alabama at Birmingham,1,0,2010,2001,1
100751,THE UNIVERSITY OF ALABAMA,1,0,1991,NA,NA
100751,THE UNIVERSITY OF ALABAMA,1,0,1992,NA,NA
100751,THE UNIVERSITY OF ALABAMA,1,0,1993,NA,NA
100751,THE UNIVERSITY OF ALABAMA,1,0,1995,NA,NA
100751,THE UNIVERSITY OF ALABAMA,1,0,1996,NA,NA
100751,THE UNIVERSITY OF ALABAMA,1,0,1997,NA,NA
100751,UNIVERSITY OF ALABAMA,1,0,1998,NA,NA
100751,UNIVERSITY OF ALABAMA,1,0,1999,NA,NA
100751,UNIVERSITY OF ALABAMA,1,0,2000,NA,NA
100751,UNIVERSITY OF ALABAMA,1,0,2001,NA,NA
100751,UNIVERSITY OF ALABAMA,1,0,2002,NA,NA
100751,UNIVERSITY OF ALABAMA,1,0,2003,NA,NA
100751,THE UNIVERSITY OF ALABAMA,1,0,2004,NA,NA
100751,The University of Alabama,1,0,2005,NA,NA
100751,The University of Alabama,1,0,2006,NA,NA
100751,The University of Alabama,1,0,2007,NA,NA
100751,The University of Alabama,1,0,2008,NA,NA
100751,The University of Alabama,1,0,2009,NA,NA
100751,The University of Alabama,1,0,2010,NA,NA
100858,AUBURN UNIVERSITY MAIN CAMPUS,0,1,1991,2000,0
100858,AUBURN UNIVERSITY MAIN CAMPUS,0,1,1992,2000,0
100858,AUBURN UNIVERSITY MAIN CAMPUS,0,1,1993,2000,0
100858,AUBURN UNIVERSITY MAIN CAMPUS,0,1,1995,2000,0
100858,AUBURN UNIVERSITY MAIN CAMPUS,0,1,1996,2000,0
100858,AUBURN UNIVERSITY MAIN CAMPUS,0,1,1997,2000,0
100858,AUBURN UNIVERSITY MAIN CAMPUS,0,1,1998,2000,0
100858,AUBURN UNIVERSITY MAIN CAMPUS,0,1,1999,2000,0
100858,AUBURN UNIVERSITY MAIN CAMPUS,1,0,2000,2000,1
100858,AUBURN UNIVERSITY MAIN CAMPUS,1,0,2001,2000,1
100858,AUBURN UNIVERSITY MAIN CAMPUS,1,0,2002,2000,1
100858,AUBURN UNIVERSITY MAIN CAMPUS,1,0,2003,2000,1
100858,AUBURN UNIVERSITY MAIN CAMPUS,1,0,2004,2000,1
100858,Auburn University Main Campus,1,0,2005,2000,1
100858,Auburn University Main Campus,1,0,2006,2000,1
100858,Auburn University Main Campus,1,0,2007,2000,1
100858,Auburn University Main Campus,1,0,2008,2000,1
100858,Auburn University Main Campus,1,0,2009,2000,1
100858,Auburn University,1,0,2010,2000,1
101435,HUNTINGDON COLLEGE,1,0,1991,NA,NA
101435,HUNTINGDON COLLEGE,1,0,1992,NA,NA
101435,HUNTINGDON COLLEGE,1,0,1993,NA,NA
101435,HUNTINGDON COLLEGE,1,0,1995,NA,NA
101435,HUNTINGDON COLLEGE,1,0,1996,NA,NA
101435,HUNTINGDON COLLEGE,1,0,1997,NA,NA
101435,HUNTINGDON COLLEGE,1,0,1998,NA,NA
101435,HUNTINGDON COLLEGE,1,0,1999,NA,NA
101435,HUNTINGDON COLLEGE,1,0,2000,NA,NA
101435,HUNTINGDON COLLEGE,1,0,2001,NA,NA
101435,HUNTINGDON COLLEGE,1,0,2002,NA,NA
101435,HUNTINGDON COLLEGE,1,0,2003,NA,NA
101435,HUNTINGDON COLLEGE,1,0,2004,NA,NA
101435,Huntingdon College,1,0,2005,NA,NA
101435,Huntingdon College,1,0,2006,NA,NA
101435,Huntingdon College,1,0,2007,NA,NA
101435,Huntingdon College,1,0,2008,NA,NA
101435,Huntingdon College,1,0,2009,NA,NA
101435,Huntingdon College,1,0,2010,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,1991,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,1992,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,1993,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,1995,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,1996,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,1997,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,1998,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,1999,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,2000,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,2001,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,2002,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,2003,NA,NA
101480,JACKSONVILLE STATE UNIVERSITY,1,0,2004,NA,NA
101480,Jacksonville State University,1,0,2005,NA,NA
101480,Jacksonville State University,1,0,2006,NA,NA
101480,Jacksonville State University,1,0,2007,NA,NA
101480,Jacksonville State University,1,0,2008,NA,NA
101480,Jacksonville State University,1,0,2009,NA,NA
101480,Jacksonville State University,1,0,2010,NA,NA
101675,MILES COLLEGE,1,0,1991,NA,NA
101675,MILES COLLEGE,1,0,1992,NA,NA
101675,MILES COLLEGE,1,0,1993,NA,NA
101675,MILES COLLEGE,1,0,1995,NA,NA
101675,MILES COLLEGE,1,0,1996,NA,NA
101675,MILES COLLEGE,1,0,1997,NA,NA
101675,MILES COLLEGE,1,0,1998,NA,NA
101675,MILES COLLEGE,1,0,1999,NA,NA
101675,MILES COLLEGE,1,0,2000,NA,NA
101675,MILES COLLEGE,1,0,2001,NA,NA
101675,MILES COLLEGE,1,0,2002,NA,NA
101675,MILES COLLEGE,1,0,2003,NA,NA
101675,MILES COLLEGE,1,0,2004,NA,NA
101675,Miles College,1,0,2005,NA,NA
101675,Miles College,1,0,2006,NA,NA
101675,Miles College,1,0,2007,NA,NA
101675,Miles College,1,0,2008,NA,NA
101675,Miles College,1,0,2009,NA,NA
101675,Miles College,1,0,2010,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,1991,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,1992,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,1993,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,1995,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,1996,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,1997,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,1998,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,1999,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,2000,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,2001,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,2002,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,2003,NA,NA
101879,UNIVERSITY OF NORTH ALABAMA,1,0,2004,NA,NA
101879,University of North Alabama,1,0,2005,NA,NA
101879,University of North Alabama,1,0,2006,NA,NA
101879,University of North Alabama,1,0,2007,NA,NA
101879,University of North Alabama,1,0,2008,NA,NA
101879,University of North Alabama,1,0,2009,NA,NA
101879,University of North Alabama,1,0,2010,NA,NA
102049,SAMFORD UNIVERSITY,1,0,1991,NA,NA
102049,SAMFORD UNIVERSITY,1,0,1992,NA,NA
102049,SAMFORD UNIVERSITY,1,0,1993,NA,NA
102049,SAMFORD UNIVERSITY,1,0,1995,NA,NA
102049,SAMFORD UNIVERSITY,1,0,1996,NA,NA
102049,SAMFORD UNIVERSITY,1,0,1997,NA,NA
102049,SAMFORD UNIVERSITY,1,0,1998,NA,NA
102049,SAMFORD UNIVERSITY,1,0,1999,NA,NA
102049,SAMFORD UNIVERSITY,1,0,2000,NA,NA
102049,SAMFORD UNIVERSITY,1,0,2001,NA,NA
102049,SAMFORD UNIVERSITY,1,0,2002,NA,NA
102049,SAMFORD UNIVERSITY,1,0,2003,NA,NA
102049,SAMFORD UNIVERSITY,1,0,2004,NA,NA
102049,Samford University,1,0,2005,NA,NA
102049,Samford University,1,0,2006,NA,NA
102049,Samford University,1,0,2007,NA,NA
102049,Samford University,1,0,2008,NA,NA
102049,Samford University,1,0,2009,NA,NA
102049,Samford University,1,0,2010,NA,NA
102094,UNIVERSITY OF SOUTH ALABAMA,0,1,1991,1998,0
102094,UNIVERSITY OF SOUTH ALABAMA,0,1,1992,1998,0
102094,UNIVERSITY OF SOUTH ALABAMA,0,1,1993,1998,0
102094,UNIVERSITY OF SOUTH ALABAMA,0,1,1995,1998,0
102094,UNIVERSITY OF SOUTH ALABAMA,0,1,1996,1998,0
102094,UNIVERSITY OF SOUTH ALABAMA,0,1,1997,1998,0
102094,UNIVERSITY OF SOUTH ALABAMA,1,0,1998,1998,1
102094,UNIVERSITY OF SOUTH ALABAMA,1,0,1999,1998,1
102094,UNIVERSITY OF SOUTH ALABAMA,1,0,2000,1998,1
102094,UNIVERSITY OF SOUTH ALABAMA,1,0,2001,1998,1
102094,UNIVERSITY OF SOUTH ALABAMA,1,0,2002,1998,1
102094,UNIVERSITY OF SOUTH ALABAMA,1,0,2003,1998,1
102094,UNIVERSITY OF SOUTH ALABAMA,1,0,2004,1998,1
102094,University of South Alabama,1,0,2005,1998,1
102094,University of South Alabama,1,0,2006,1998,1
102094,University of South Alabama,1,0,2007,1998,1
102094,University of South Alabama,1,0,2008,1998,1
102094,University of South Alabama,1,0,2009,1998,1
102094,University of South Alabama,1,0,2010,1998,1
102234,SPRING HILL COLLEGE,1,0,1991,NA,NA
102234,SPRING HILL COLLEGE,1,0,1992,NA,NA
102234,SPRING HILL COLLEGE,1,0,1993,NA,NA
102234,SPRING HILL COLLEGE,1,0,1995,NA,NA
102234,SPRING HILL COLLEGE,1,0,1996,NA,NA
102234,SPRING HILL COLLEGE,1,0,1997,NA,NA
102234,SPRING HILL COLLEGE,1,0,1998,NA,NA
102234,SPRING HILL COLLEGE,1,0,1999,NA,NA
102234,SPRING HILL COLLEGE,1,0,2000,NA,NA
102234,SPRING HILL COLLEGE,1,0,2001,NA,NA
102234,SPRING HILL COLLEGE,1,0,2002,NA,NA
102234,SPRING HILL COLLEGE,1,0,2003,NA,NA
102234,SPRING HILL COLLEGE,1,0,2004,NA,NA
102234,Spring Hill College,1,0,2005,NA,NA
102234,Spring Hill College,1,0,2006,NA,NA
102234,Spring Hill College,1,0,2007,NA,NA
102234,Spring Hill College,1,0,2008,NA,NA
102234,Spring Hill College,1,0,2009,NA,NA
102234,Spring Hill College,1,0,2010,NA,NA
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,0,1,1991,1999,0
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,0,1,1992,1999,0
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,0,1,1993,1999,0
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,0,1,1995,1999,0
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,0,1,1996,1999,0
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,0,1,1997,1999,0
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,0,1,1998,1999,0
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,1,0,1999,1999,1
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,1,0,2000,1999,1
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,1,0,2001,1999,1
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,1,0,2002,1999,1
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,1,0,2003,1999,1
102368,TROY STATE UNIVERSITY-MAIN CAMPUS,1,0,2004,1999,1
102368,Troy University,1,0,2005,1999,1
102368,Troy University,1,0,2006,1999,1
102368,Troy University,1,0,2007,1999,1
102368,Troy University,1,0,2008,1999,1
102368,Troy University,1,0,2009,1999,1
102368,Troy University,1,0,2010,1999,1
102377,TUSKEGEE UNIVERSITY,1,0,1991,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,1992,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,1993,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,1995,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,1996,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,1997,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,1998,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,1999,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,2000,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,2001,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,2002,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,2003,NA,NA
102377,TUSKEGEE UNIVERSITY,1,0,2004,NA,NA
102377,Tuskegee University,1,0,2005,NA,NA
102377,Tuskegee University,1,0,2006,NA,NA
102377,Tuskegee University,1,0,2007,NA,NA
102377,Tuskegee University,1,0,2008,NA,NA
102377,Tuskegee University,1,0,2009,NA,NA
102377,Tuskegee University,1,0,2010,NA,NA
104151,ARIZONA STATE UNIVERSITY,1,0,1991,NA,NA
104151,ARIZONA STATE UNIVERSITY,1,0,1992,NA,NA
104151,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,1,0,1993,NA,NA
104151,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,1,0,1995,NA,NA
104151,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,1,0,1996,NA,NA
104151,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,1,0,1997,NA,NA
104151,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,1,0,1998,NA,NA
104151,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,1,0,1999,NA,NA
104151,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,1,0,2000,NA,NA
104151,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,1,0,2001,NA,NA
104151,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,1,0,2002,NA,NA
104151,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,1,0,2003,NA,NA
104151,ARIZONA STATE UNIVERSITY AT THE TEMPE CAMPUS,1,0,2004,NA,NA
104151,Arizona State University at the Tempe Campus,1,0,2005,NA,NA
104151,Arizona State University at the Tempe Campus,1,0,2006,NA,NA
104151,Arizona State University at the Tempe Campus,1,0,2007,NA,NA
104151,Arizona State University,1,0,2008,NA,NA
104151,Arizona State University,1,0,2009,NA,NA
104151,Arizona State University,1,0,2010,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,1991,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,1992,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,1993,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,1995,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,1996,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,1997,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,1998,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,1999,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,2000,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,2001,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,2002,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,2003,NA,NA
104179,UNIVERSITY OF ARIZONA,1,0,2004,NA,NA
104179,University of Arizona,1,0,2005,NA,NA
104179,University of Arizona,1,0,2006,NA,NA
104179,University of Arizona,1,0,2007,NA,NA
104179,University of Arizona,1,0,2008,NA,NA
104179,University of Arizona,1,0,2009,NA,NA
104179,University of Arizona,1,0,2010,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,1991,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,1992,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,1993,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,1995,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,1996,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,1997,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,1998,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,1999,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,2000,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,2001,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,2002,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,2003,NA,NA
105330,NORTHERN ARIZONA UNIVERSITY,1,0,2004,NA,NA
105330,Northern Arizona University,1,0,2005,NA,NA
105330,Northern Arizona University,1,0,2006,NA,NA
105330,Northern Arizona University,1,0,2007,NA,NA
105330,Northern Arizona University,1,0,2008,NA,NA
105330,Northern Arizona University,1,0,2009,NA,NA
105330,Northern Arizona University,1,0,2010,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,1991,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,1992,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,1993,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,1995,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,1996,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,1997,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,1998,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,1999,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,2000,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,2001,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,2002,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,2003,NA,NA
106245,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,1,0,2004,NA,NA
106245,University of Arkansas at Little Rock,1,0,2005,NA,NA
106245,University of Arkansas at Little Rock,1,0,2006,NA,NA
106245,University of Arkansas at Little Rock,1,0,2007,NA,NA
106245,University of Arkansas at Little Rock,1,0,2008,NA,NA
106245,University of Arkansas at Little Rock,1,0,2009,NA,NA
106245,University of Arkansas at Little Rock,1,0,2010,NA,NA
106342,ARKANSAS COLLEGE,1,0,1991,NA,NA
106342,ARKANSAS COLLEGE,1,0,1992,NA,NA
106342,ARKANSAS COLLEGE,1,0,1993,NA,NA
106342,LYON COLLEGE,1,0,1995,NA,NA
106342,LYON COLLEGE,1,0,1996,NA,NA
106342,LYON COLLEGE,1,0,1997,NA,NA
106342,LYON COLLEGE,1,0,1998,NA,NA
106342,LYON COLLEGE,1,0,1999,NA,NA
106342,LYON COLLEGE,1,0,2000,NA,NA
106342,LYON COLLEGE,1,0,2001,NA,NA
106342,LYON COLLEGE,1,0,2002,NA,NA
106342,LYON COLLEGE,1,0,2003,NA,NA
106342,LYON COLLEGE,1,0,2004,NA,NA
106342,Lyon College,1,0,2005,NA,NA
106342,Lyon College,1,0,2006,NA,NA
106342,Lyon College,1,0,2007,NA,NA
106342,Lyon College,1,0,2008,NA,NA
106342,Lyon College,1,0,2009,NA,NA
106342,Lyon College,1,0,2010,NA,NA
106397,UNIVERSITY OF ARKANSAS-FAYETTEVILLE,1,0,1991,NA,NA
106397,UNIVERSITY OF ARKANSAS-FAYETTEVILLE,1,0,1992,NA,NA
106397,UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,1,0,1993,NA,NA
106397,UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,1,0,1995,NA,NA
106397,UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,1,0,1996,NA,NA
106397,UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,1,0,1997,NA,NA
106397,UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,1,0,1998,NA,NA
106397,UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,1,0,1999,NA,NA
106397,UNIVERSITY OF ARKANSAS MAIN CAMPUS,1,0,2000,NA,NA
106397,UNIVERSITY OF ARKANSAS MAIN CAMPUS,1,0,2001,NA,NA
106397,UNIVERSITY OF ARKANSAS MAIN CAMPUS,1,0,2002,NA,NA
106397,UNIVERSITY OF ARKANSAS MAIN CAMPUS,1,0,2003,NA,NA
106397,UNIVERSITY OF ARKANSAS MAIN CAMPUS,1,0,2004,NA,NA
106397,University of Arkansas Main Campus,1,0,2005,NA,NA
106397,University of Arkansas Main Campus,1,0,2006,NA,NA
106397,University of Arkansas Main Campus,1,0,2007,NA,NA
106397,University of Arkansas Main Campus,1,0,2008,NA,NA
106397,University of Arkansas,1,0,2009,NA,NA
106397,University of Arkansas,1,0,2010,NA,NA
106412,UNIVERSITY OF ARKANSAS-PINE BLUFF,1,0,1991,NA,NA
106412,UNIVERSITY OF ARKANSAS-PINE BLUFF,1,0,1992,NA,NA
106412,UNIVERSITY OF ARKANSAS AT PINE BLUFF,1,0,1993,NA,NA
106412,UNIVERSITY OF ARKANSAS AT PINE BLUFF,1,0,1995,NA,NA
106412,UNIVERSITY OF ARKANSAS AT PINE BLUFF,1,0,1996,NA,NA
106412,UNIVERSITY OF ARKANSAS AT PINE BLUFF,1,0,1997,NA,NA
106412,UNIVERSITY OF ARKANSAS AT PINE BLUFF,1,0,1998,NA,NA
106412,UNIVERSITY OF ARKANSAS AT PINE BLUFF,1,0,1999,NA,NA
106412,UNIVERSITY OF ARKANSAS AT PINE BLUFF,1,0,2000,NA,NA
106412,UNIVERSITY OF ARKANSAS AT PINE BLUFF,1,0,2001,NA,NA
106412,UNIVERSITY OF ARKANSAS AT PINE BLUFF,1,0,2002,NA,NA
106412,UNIVERSITY OF ARKANSAS AT PINE BLUFF,1,0,2003,NA,NA
106412,UNIVERSITY OF ARKANSAS AT PINE BLUFF,1,0,2004,NA,NA
106412,University of Arkansas at Pine Bluff,1,0,2005,NA,NA
106412,University of Arkansas at Pine Bluff,1,0,2006,NA,NA
106412,University of Arkansas at Pine Bluff,1,0,2007,NA,NA
106412,University of Arkansas at Pine Bluff,1,0,2008,NA,NA
106412,University of Arkansas at Pine Bluff,1,0,2009,NA,NA
106412,University of Arkansas at Pine Bluff,1,0,2010,NA,NA
106458,ARKANSAS STATE UNIVERSITY MAIN CAMPUS,1,0,1991,NA,NA
106458,ARKANSAS STATE UNIVERSITY MAIN CAMPUS,1,0,1992,NA,NA
106458,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,1,0,1993,NA,NA
106458,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,1,0,1995,NA,NA
106458,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,1,0,1996,NA,NA
106458,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,1,0,1997,NA,NA
106458,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,1,0,1998,NA,NA
106458,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,1,0,1999,NA,NA
106458,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,1,0,2000,NA,NA
106458,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,1,0,2001,NA,NA
106458,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,1,0,2002,NA,NA
106458,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,1,0,2003,NA,NA
106458,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,1,0,2004,NA,NA
106458,Arkansas State University-Main Campus,1,0,2005,NA,NA
106458,Arkansas State University-Main Campus,1,0,2006,NA,NA
106458,Arkansas State University-Main Campus,1,0,2007,NA,NA
106458,Arkansas State University-Main Campus,1,0,2008,NA,NA
106458,Arkansas State University-Main Campus,1,0,2009,NA,NA
106458,Arkansas State University-Main Campus,1,0,2010,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,1991,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,1992,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,1993,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,1995,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,1996,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,1997,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,1998,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,1999,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,2000,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,2001,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,2002,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,2003,NA,NA
106467,ARKANSAS TECH UNIVERSITY,1,0,2004,NA,NA
106467,Arkansas Tech University,1,0,2005,NA,NA
106467,Arkansas Tech University,1,0,2006,NA,NA
106467,Arkansas Tech University,1,0,2007,NA,NA
106467,Arkansas Tech University,1,0,2008,NA,NA
106467,Arkansas Tech University,1,0,2009,NA,NA
106467,Arkansas Tech University,1,0,2010,NA,NA
106485,UNIVERSITY OF ARKANSAS-MONTICELLO,1,0,1991,NA,NA
106485,UNIVERSITY OF ARKANSAS-MONTICELLO,1,0,1992,NA,NA
106485,UNIVERSITY OF ARKANSAS AT MONTICELLO,1,0,1993,NA,NA
